video_id,original,cleaned,sentiment,entities
A0dYR_yCPmU,This election TvK🎉🎉🎉🎉❤❤❤❤️‍🩹❤️‍🩹❤️‍🩹😘😘😘,this election tvk,Neutral,TVK
A0dYR_yCPmU,TVK  VIJAY SIR I LIKE TO LIKE VIJAY SIR ❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉 🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑❤️💛❤️👑🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷😻😻😻😻😻😻😻😻😻😻😻😻,tvk  vijay sir i like to like vijay sir,Positive,TVK
A0dYR_yCPmU,Please change number 300 for tvk please,please change number 300 for tvk please,Neutral,TVK
A0dYR_yCPmU,My vorte 🎉🎉🎉 for tvk❤❤❤❤❤,my vorte  for tvk,Neutral,TVK
A0dYR_yCPmU,Always TVK,always tvk,Neutral,TVK
A0dYR_yCPmU,Vote for TVk please 🥺🥺🥺,vote for tvk please,Neutral,TVK
A0dYR_yCPmU,I'm from DMK Katchi 🔴⚫ But today I vote for TVK ❤️💛😅😅🤘🤘🔥🔥,im from dmk katchi  but today i vote for tvk,Neutral,"DMK,TVK"
A0dYR_yCPmU,Bro vait pannunga result innum varla😡😡😡😡😡,bro vait pannunga result innum varla,Negative,
A0dYR_yCPmU,Tmk 1000,tmk 1000,Neutral,
A0dYR_yCPmU,Not movie this,not movie this,Negative,
A0dYR_yCPmU,Chuma oduthu number running race sa .Vijay sir well 👍🏻,chuma oduthu number running race sa vijay sir well,Positive,TVK
6K6mv6n92nc,This converted poops are eating rich.. living on Hindu's Soil😅....,this converted poops are eating rich living on hindus soil,Negative,
6K6mv6n92nc,Ippadiye over hipe yethuraanunga paithiya kaaranunga,ippadiye over hipe yethuraanunga paithiya kaaranunga,Negative,
6K6mv6n92nc,"10k bank la vachitu kodaikanal epdi da ponan indha CM,
Adhum 4days family oda
Budget trip pola
Plan ketra vendiyadhu dhan","10k bank la vachitu kodaikanal epdi da ponan indha cm
adhum 4days family oda
budget trip pola
plan ketra vendiyadhu dhan",Negative,
6K6mv6n92nc,திருட்டு கும்பல்....,திருட்டு கும்பல்,Negative,
6K6mv6n92nc,Yepdi thaan thirudi thingura soru jeeranam aagutho?? 😑,yepdi thaan thirudi thingura soru jeeranam aagutho,Negative,
6K6mv6n92nc,ஓசி ஜென்மங்கள் 🤮🤮🤮🤮,ஓசி ஜென்மங்கள்,Neutral,
6K6mv6n92nc,She is gorgeous,she is gorgeous,Positive,
6K6mv6n92nc,The most powerful couple in the entire world and even more powerful than our prime minister ❤,the most powerful couple in the entire world and even more powerful than our prime minister,Positive,
6K6mv6n92nc,"அண்ணாமலை, சகாயம் IAS போன்றவர்கள் தமிழ்நாட்டை ஆளாதவரை ஊழல் ஒழிக்க வாய்ப்பில்லை 🤣",அண்ணாமலை சகாயம் ias போன்றவர்கள் தமிழ்நாட்டை ஆளாதவரை ஊழல் ஒழிக்க வாய்ப்பில்லை,Negative,BJP
6K6mv6n92nc,If one can wear such a costly watch.. just imagine cost of everyday dress slipper etc,if one can wear such a costly watch just imagine cost of everyday dress slipper etc,Negative,
6K6mv6n92nc,தமிழ்நாட்டுல காஸ்டலி வாட்ச் கட்டினவன் எல்லாம் கோடிஸ்வரனாதான் இருக்காங்க. ஆனால் ஆடு மேச்சு கோடிஸ்வரன் ஆன அண்ணாமலை மாதிரி டுபாக்கூர் வேற எவனும் கிடையாது 😂😂😂😂இன்னும் வாட்ச்சுக்கு பில் காட்டுறான் 😂😂😂,தமிழ்நாட்டுல காஸ்டலி வாட்ச் கட்டினவன் எல்லாம் கோடிஸ்வரனாதான் இருக்காங்க ஆனால் ஆடு மேச்சு கோடிஸ்வரன் ஆன அண்ணாமலை மாதிரி டுபாக்கூர் வேற எவனும் கிடையாது இன்னும் வாட்ச்சுக்கு பில் காட்டுறான்,Negative,BJP
6K6mv6n92nc,Stealth Billionaires 😅,stealth billionaires,Neutral,
6K6mv6n92nc,Thief's daughter is also a thief. It is all Tamil Nadu you thief Stalin daughter.,thiefs daughter is also a thief it is all tamil nadu you thief stalin daughter,Negative,DMK
6K6mv6n92nc,She grabs all good schools in the city,she grabs all good schools in the city,Neutral,
6K6mv6n92nc,Corrupt people on earth,corrupt people on earth,Negative,
6K6mv6n92nc,Dai Tamil mutta pun**gala Savukku sollithan da avan watch rate other details ungaluku theriyum ....😂😂 TN Mutta koothigala🤦🏻‍♀️,dai tamil mutta pungala savukku sollithan da avan watch rate other details ungaluku theriyum  tn mutta koothigala,Negative,
6K6mv6n92nc,Mooka la rendu pattasu vainga😅,mooka la rendu pattasu vainga,Negative,
6K6mv6n92nc,Evulovu alangaram andha boothuku,evulovu alangaram andha boothuku,Negative,
6K6mv6n92nc,Dmk nasamabadhu irudhi,dmk nasamabadhu irudhi,Negative,DMK
6K6mv6n92nc,Smile Looks like slightly Kanimozhi Mam :),smile looks like slightly kanimozhi mam,Positive,
6K6mv6n92nc,"Thoo
Thief family","thoo
thief family",Negative,
6K6mv6n92nc,DMK Thiruttu Kumpal,dmk thiruttu kumpal,Negative,DMK
6K6mv6n92nc,Joke is DMK son Deputy CM declared 20cr of asset value only,joke is dmk son deputy cm declared 20cr of asset value only,Negative,DMK
6K6mv6n92nc,Thiruttu Kootam,thiruttu kootam,Neutral,
6K6mv6n92nc,Thuruttu dogs,thuruttu dogs,Negative,
6K6mv6n92nc,I am blessed to be not Rich...,i am blessed to be not rich,Positive,
6K6mv6n92nc,Nice watch bro,nice watch bro,Positive,
6K6mv6n92nc,VIP with 1000000000000000 crores invested in Dubai,vip with 1000000000000000 crores invested in dubai,Neutral,
6K6mv6n92nc,Vijay ku thana vote potingo,vijay ku thana vote potingo,Negative,TVK
6K6mv6n92nc,வருங்கால முதல்வர் சபரிசன் வாழ்க வாழ்க,வருங்கால முதல்வர் சபரிசன் வாழ்க வாழ்க,Positive,
6K6mv6n92nc,Thu tharamketa kudumbam😂,thu tharamketa kudumbam,Negative,
6K6mv6n92nc,Why ed not going behind these guys,why ed not going behind these guys,Negative,
6K6mv6n92nc,1 billionaire in TN,1 billionaire in tn,Neutral,
6K6mv6n92nc,Oh yeah 😂money money,oh yeah money money,Neutral,
6K6mv6n92nc,Enna very good enna super....thuuu,enna very good enna superthuuu,Positive,
6K6mv6n92nc,No-1 fraud of tamilnadu😂😂,no1 fraud of tamilnadu,Negative,
6K6mv6n92nc,"Sabareesan....no.1 money laundering criminal.....he wears watches ranging around 25 crores.. thinks its his money?? The guy was worthless before becoming the son-in-law of Stalin....these people are just swimming in riches from the public money, whereas the public who pays each and every tax are suffering each day to live a normal life......God has left this planet a long time ago....shame..",sabareesanno1 money laundering criminalhe wears watches ranging around 25 crores thinks its his money the guy was worthless before becoming the soninlaw of stalinthese people are just swimming in riches from the public money whereas the public who pays each and every tax are suffering each day to live a normal lifegod has left this planet a long time agoshame,Negative,DMK
6K6mv6n92nc,Vetkam ketta kusumbam ura adichu ulaila potadhunga,vetkam ketta kusumbam ura adichu ulaila potadhunga,Negative,
6K6mv6n92nc,Foolish people who support such corrupt parties,foolish people who support such corrupt parties,Negative,
6K6mv6n92nc,Going to lost.,going to lost,Negative,
6K6mv6n92nc,Thiruttu nayigal,thiruttu nayigal,Negative,
6K6mv6n92nc,Thevidiya pulla evan appan vedu kasu da😤,thevidiya pulla evan appan vedu kasu da,Negative,
6K6mv6n92nc,Dmk corruption commission collection rowdyism organ thieves.....,dmk corruption commission collection rowdyism organ thieves,Negative,DMK
6K6mv6n92nc,Ivanuka matum photo ku pose tharalam ana nampa veliya iruthu photo eaduka sona thituvaga,ivanuka matum photo ku pose tharalam ana nampa veliya iruthu photo eaduka sona thituvaga,Negative,
6K6mv6n92nc,தமிழ்நாட்டை கொள்ளை அடிக்கும் கேடுகெட்ட குடும்பம்,தமிழ்நாட்டை கொள்ளை அடிக்கும் கேடுகெட்ட குடும்பம்,Negative,
6K6mv6n92nc,Christian chutyas 🤬🤬🤬,christian chutyas,Negative,
6K6mv6n92nc,Camera va paakama poidunga sirikathinga veri varudhu apdiyae poidunga,camera va paakama poidunga sirikathinga veri varudhu apdiyae poidunga,Negative,
6K6mv6n92nc,Robbery gang..god must punish this family for crime,robbery ganggod must punish this family for crime,Negative,
6K6mv6n92nc,"Reading the comments confirms that Gossip mongering is the main source of entertainment. What had happened to Veeranam piep line? 2G Spectrum, now inventing another lie, the same old B ical habit.",reading the comments confirms that gossip mongering is the main source of entertainment what had happened to veeranam piep line 2g spectrum now inventing another lie the same old b ical habit,Negative,
6K6mv6n92nc,"Tamilnadu's money dancing on their face. 😜😜😜. 
DMK Kingdom is growing.😜😜😜.
But voted people are still poor.
IDEOLOGY...!!!😜😜😜.","tamilnadus money dancing on their face  
dmk kingdom is growing
but voted people are still poor
ideology",Negative,DMK
6K6mv6n92nc,Garbages dynasty,garbages dynasty,Negative,
6K6mv6n92nc,Bye bye,bye bye,Negative,
6K6mv6n92nc,பத்திரிக்கை நபர்களுக்கு இவர்கள் தியாகிகள்,பத்திரிக்கை நபர்களுக்கு இவர்கள் தியாகிகள்,Negative,
6K6mv6n92nc,Swmaiya iruka aunty otha,swmaiya iruka aunty otha,Negative,
6K6mv6n92nc,மீண்டும் திராவிட மாடல் ஆட்சி 2.o♥️❤️❤️❤️❤️,மீண்டும் திராவிட மாடல் ஆட்சி 2o,Neutral,
6K6mv6n92nc,"Watch worth 1.5 crore, but after market price 5 to 13 crores, the watch alone because it's a limited edition fully automate moon edition Hyz watch. Ulagathulaye 10 dha irukku.... Adhu life fulla battery poda theva illa... Namma kai movementlaye charge aairum.",watch worth 15 crore but after market price 5 to 13 crores the watch alone because its a limited edition fully automate moon edition hyz watch ulagathulaye 10 dha irukku adhu life fulla battery poda theva illa namma kai movementlaye charge aairum,Negative,
6K6mv6n92nc,அப்பளம் போட்டு வித்த குடும்பம்..    ...,அப்பளம் போட்டு வித்த குடும்பம்,Neutral,
6K6mv6n92nc,"All these comments should in the EVM button, but keep voting for same dual cheating parties, because of immediate 5000 rupees, but Seeman screaming for the years, but idiots wants the now rupees not the future plans…ruined system, enjoy the wasted votes again.",all these comments should in the evm button but keep voting for same dual cheating parties because of immediate 5000 rupees but seeman screaming for the years but idiots wants the now rupees not the future plansruined system enjoy the wasted votes again,Negative,
6K6mv6n92nc,TVK should come to power,tvk should come to power,Neutral,TVK
6K6mv6n92nc,Our sister,our sister,Neutral,
6K6mv6n92nc,திருட்டு dmk பூண்ட,திருட்டு dmk பூண்ட,Negative,DMK
6K6mv6n92nc,Sudalai thiruttu kaasula valandha sinna dhadhhi😂,sudalai thiruttu kaasula valandha sinna dhadhhi,Negative,
6K6mv6n92nc,Yaaruda ava super sir sonnathu 😂😂,yaaruda ava super sir sonnathu,Positive,
6K6mv6n92nc,ரஷ்யா வில் உள்ள ரவுடி இந்தியாவில் இருக்கிறான் அவனை குடும்பம் மற்றும் உறவினர்களாக என்னிடம் பிடித்து தா இல்லாவிட்டால் உனக்கு டேஞ்சர் ரஷ்யாவில் உள்ள ரவுடி குடும்பம் மற்றும் உறவினர்களாக இந்தியாவில் டெட் ரஷ்யாவில் உள்ள ரவுடி மு.க.ஸ்டாலினுக்கு பேஸ் மேக்கர் கருவி பொருத்தி இருக்கிறான் ரஷ்யா வில் உள்ள ரவுடியை உன்னால் கண்டு பிடிக்க முடியுமா? is it possible to find particular russian rowdy?,ரஷ்யா வில் உள்ள ரவுடி இந்தியாவில் இருக்கிறான் அவனை குடும்பம் மற்றும் உறவினர்களாக என்னிடம் பிடித்து தா இல்லாவிட்டால் உனக்கு டேஞ்சர் ரஷ்யாவில் உள்ள ரவுடி குடும்பம் மற்றும் உறவினர்களாக இந்தியாவில் டெட் ரஷ்யாவில் உள்ள ரவுடி முகஸ்டாலினுக்கு பேஸ் மேக்கர் கருவி பொருத்தி இருக்கிறான் ரஷ்யா வில் உள்ள ரவுடியை உன்னால் கண்டு பிடிக்க முடியுமா is it possible to find particular russian rowdy,Neutral,
6K6mv6n92nc,BILLIONAIRE without bussiness 😂,billionaire without bussiness,Negative,
6K6mv6n92nc,Useless News,useless news,Negative,
6K6mv6n92nc,Eat 5 star do nothing,eat 5 star do nothing,Negative,
6K6mv6n92nc,Tiruttu okkalaoli,tiruttu okkalaoli,Negative,
6K6mv6n92nc,பரம ஏழைகள்..,பரம ஏழைகள்,Negative,
6K6mv6n92nc,Ooosi sooru,ooosi sooru,Negative,
6K6mv6n92nc,"Joke is that, Sabareesan is a brahmin.
Too much for DMK politics","joke is that sabareesan is a brahmin
too much for dmk politics",Negative,DMK
6K6mv6n92nc,"Intha broker paiyan nala than Tamilnadu la avlo problem content, sketch podurathu elam intha thiruttu koothi panitu irukan. May 4 ku apuram iruku",intha broker paiyan nala than tamilnadu la avlo problem content sketch podurathu elam intha thiruttu koothi panitu irukan may 4 ku apuram iruku,Negative,
6K6mv6n92nc,Plot twist she voted for TVK 😅,plot twist she voted for tvk,Neutral,TVK
6K6mv6n92nc,அந்த கையின் மதிப்பு பத்து சட்டமன்ற தொகுதியின் ஒரு வருடத்துக்கான மொத்த  MLA நிதி தொகைக்கு சமம் .....எப்படி தெரியுமா ??😉😉,அந்த கையின் மதிப்பு பத்து சட்டமன்ற தொகுதியின் ஒரு வருடத்துக்கான மொத்த  mla நிதி தொகைக்கு சமம் எப்படி தெரியுமா,Neutral,
6K6mv6n92nc,Poor family... CM has only 10k as bank balance... Unemployed son in law... 😢😢,poor family cm has only 10k as bank balance unemployed son in law,Negative,
6K6mv6n92nc,Stalin oda kanji...,stalin oda kanji,Negative,DMK
6K6mv6n92nc,TN is not democracy... its a kingdom...why should we care if this person votes ?,tn is not democracy its a kingdomwhy should we care if this person votes,Negative,
6K6mv6n92nc,Press asking to show his luxurious wach 😂😂,press asking to show his luxurious wach,Neutral,
6K6mv6n92nc,Shameless creatures😂,shameless creatures,Negative,
6K6mv6n92nc,Muthugelumbu illatha Tamil makkal,muthugelumbu illatha tamil makkal,Negative,
6K6mv6n92nc,"These people are living in heaven, blessed people.",these people are living in heaven blessed people,Positive,
6K6mv6n92nc,Looks alike kanimozhi,looks alike kanimozhi,Neutral,
6K6mv6n92nc,Ennda sir mor nu sup resale,ennda sir mor nu sup resale,Negative,
6K6mv6n92nc,end for DMK,end for dmk,Negative,DMK
6K6mv6n92nc,G square fraud thiruttu dravidiya golti telugu Ongole koombal,g square fraud thiruttu dravidiya golti telugu ongole koombal,Negative,
6K6mv6n92nc,Thiruttu kudumbam,thiruttu kudumbam,Negative,
6K6mv6n92nc,50000crore owner,50000crore owner,Neutral,
6K6mv6n92nc,Wonderful comnts what else to comnt?,wonderful comnts what else to comnt,Positive,
6K6mv6n92nc,😢 result maruma😮,result maruma,Negative,
6K6mv6n92nc,Thiefs of tamilnadu😂😂,thiefs of tamilnadu,Negative,
6K6mv6n92nc,Watch watch... dmk power superb power... GENz kids... wake up,watch watch dmk power superb power genz kids wake up,Positive,DMK
6K6mv6n92nc,I hope in future he was in Bihar jail,i hope in future he was in bihar jail,Negative,
6K6mv6n92nc,"ஜெயலலிதா அம்மையார் உயிரோடு இருந்திருந்தால், இந்த மக்கள் எங்கே இருந்திருப்பார்கள் என்று தெரியவில்லை.",ஜெயலலிதா அம்மையார் உயிரோடு இருந்திருந்தால் இந்த மக்கள் எங்கே இருந்திருப்பார்கள் என்று தெரியவில்லை,Neutral,
6K6mv6n92nc,Intha paradesi kolla kaasa adichutaan,intha paradesi kolla kaasa adichutaan,Negative,
6K6mv6n92nc,Bye bye stalin,bye bye stalin,Negative,DMK
6K6mv6n92nc,Father in law Stalin have only 10k in bank account... But SIL having watches worth in crores,father in law stalin have only 10k in bank account but sil having watches worth in crores,Negative,DMK
6K6mv6n92nc,ஸ்டாலின் மருமகன் கட்டியிருக்கிற வாட்ச் கிட்டத்தட்ட 1.5 கோடி ரூபாய் 😢😢😢😢😢😢,ஸ்டாலின் மருமகன் கட்டியிருக்கிற வாட்ச் கிட்டத்தட்ட 15 கோடி ரூபாய்,Neutral,DMK
6K6mv6n92nc,Only Happiest family in Tamilnadu using People's money 🤑💰 😞,only happiest family in tamilnadu using peoples money,Positive,
6K6mv6n92nc,ஆமாம். நாட்டுக்கு ரொம்ப முக்கியமான செய்தி பாருங்க இது! போடாங்......,ஆமாம் நாட்டுக்கு ரொம்ப முக்கியமான செய்தி பாருங்க இது போடாங்,Neutral,
6K6mv6n92nc,"வட இந்தியத் திணிப்பை எதிர்ப்பதே அவர்களின் முழு சித்தாந்தமாக இருக்கும்போது, ​​செந்தாமரை ஏன் வட இந்திய உடையை அணிகிறார்? திராவிட model பாசாங்குத்தனம் உங்களுக்குப் புரிகிறதா??!!?",வட இந்தியத் திணிப்பை எதிர்ப்பதே அவர்களின் முழு சித்தாந்தமாக இருக்கும்போது செந்தாமரை ஏன் வட இந்திய உடையை அணிகிறார் திராவிட model பாசாங்குத்தனம் உங்களுக்குப் புரிகிறதா,Negative,
6K6mv6n92nc,Why is Senthamarai wearing North Indian Dress when their entire ideology is to oppose north imposition? do you see the Dravida Model hypocrisy???,why is senthamarai wearing north indian dress when their entire ideology is to oppose north imposition do you see the dravida model hypocrisy,Negative,
6K6mv6n92nc,Future PM 😊,future pm,Neutral,
6K6mv6n92nc,தேவிடியா குடும்பம்.... 10 லட்சம் கோடி சொத்து,தேவிடியா குடும்பம் 10 லட்சம் கோடி சொத்து,Neutral,
6K6mv6n92nc,Unga annan nee anni appan yellam unemployed,unga annan nee anni appan yellam unemployed,Negative,
6K6mv6n92nc,Thirutu family,thirutu family,Neutral,
6K6mv6n92nc,G square fraud,g square fraud,Negative,
6K6mv6n92nc,"Stalin daughter coolip in the mouth
Dmk family all deserve treatment like how nepal,sri lanka people did to their politicians","stalin daughter coolip in the mouth
dmk family all deserve treatment like how nepalsri lanka people did to their politicians",Negative,DMK
6K6mv6n92nc,Evm machine :  😂😂😂😂 Wait n c the results,evm machine    wait n c the results,Neutral,
6K6mv6n92nc,Mooncha paru kurangu mathiri tamilnada muzhuinguna kudumbam,mooncha paru kurangu mathiri tamilnada muzhuinguna kudumbam,Negative,
6K6mv6n92nc,Epdi da neengalam vekame ilame veliya varinga makkal panatha aataya potu ipdi vaalndu,epdi da neengalam vekame ilame veliya varinga makkal panatha aataya potu ipdi vaalndu,Negative,
6K6mv6n92nc,TVK VOTERS 😂😂😂😂😂,tvk voters,Neutral,TVK
6K6mv6n92nc,அந்த வாட்ச் விலை கிட்டத்தட்ட 1 1/2 கோடி மட்டுமே😂😂😂,அந்த வாட்ச் விலை கிட்டத்தட்ட 1 12 கோடி மட்டுமே,Neutral,
6K6mv6n92nc,இவன் ஒருத்தனை கடத்தி விசாரித்தால் மொத்த உண்மைகளும் வெளி வரும்...,இவன் ஒருத்தனை கடத்தி விசாரித்தால் மொத்த உண்மைகளும் வெளி வரும்,Neutral,
6K6mv6n92nc,She voted for TVK 😂,she voted for tvk,Neutral,TVK
6K6mv6n92nc,Unemployed but 30 crores watch 😂😂😂,unemployed but 30 crores watch,Neutral,
6K6mv6n92nc,Avan than our pompalai pooriuki,avan than our pompalai pooriuki,Negative,
6K6mv6n92nc,He said 37trillion deficit but he has more deficit to the USA,he said 37trillion deficit but he has more deficit to the usa,Negative,
6K6mv6n92nc,Ella corrupted ppls,ella corrupted ppls,Negative,
6K6mv6n92nc,"Sendhamarai is my brothers classmate in DAV Gopalapuram chennai. Now, buying all Schools in chennai.",sendhamarai is my brothers classmate in dav gopalapuram chennai now buying all schools in chennai,Neutral,
6K6mv6n92nc,Dynasty politics..,dynasty politics,Neutral,
6K6mv6n92nc,Tamilnadu unemployed but richest person,tamilnadu unemployed but richest person,Negative,
6K6mv6n92nc,The guy wears a HYT Moon Runner Ghost which retails at ₹1.2 Crores approx. What is the source of funds for that? Last time this guy had a proper job was nearly two decades back when he worked as a Software Engineer. His only job now is Stalin’s Mapillai.,the guy wears a hyt moon runner ghost which retails at 12 crores approx what is the source of funds for that last time this guy had a proper job was nearly two decades back when he worked as a software engineer his only job now is stalins mapillai,Neutral,DMK
9jaWJSIP3LM,Congratulations to our Annamalai IPS,congratulations to our annamalai ips,Positive,BJP
9jaWJSIP3LM,Annamalai himself is a garbbage 😂😂 He will be wiped out from tamilnadu after this election,annamalai himself is a garbbage  he will be wiped out from tamilnadu after this election,Negative,BJP
9jaWJSIP3LM,Annamalai is our only hope in  TN.,annamalai is our only hope in  tn,Positive,BJP
9jaWJSIP3LM,Anything and everything literally 🤐,anything and everything literally,Neutral,
9jaWJSIP3LM,Hats off sir shri.annamalai sir is very honest man 🙏🙏🙏♥️♥️♥️,hats off sir shriannamalai sir is very honest man,Positive,BJP
9jaWJSIP3LM,People are used to it. Because 30% moran vote bank entire country is suffering because these ppl,people are used to it because 30 moran vote bank entire country is suffering because these ppl,Negative,
9jaWJSIP3LM,How was life as a policeman doing the will of political masters. It did not hurt your booted foot?,how was life as a policeman doing the will of political masters it did not hurt your booted foot,Negative,
9jaWJSIP3LM,Tamil youth have no brains. Though educated the are crazy for film stars. Vijaya have brainwashed the youth.,tamil youth have no brains though educated the are crazy for film stars vijaya have brainwashed the youth,Negative,TVK
9jaWJSIP3LM,"This anchor is a stooge of BJP, drama",this anchor is a stooge of bjp drama,Negative,BJP
9jaWJSIP3LM,"Both the bastards have only one purpose boot linking Modi.
Third rated scoundrels","both the bastards have only one purpose boot linking modi
third rated scoundrels",Negative,BJP
9jaWJSIP3LM,"This time BJP gonna rock in Bengal and next time it will be TN, I request Hindus of TN to wake up and and should know how thousands of temples were looted and destroyed those cultures by DMK by placing Dravidian DMK people in temple committee who don't have faith in Hinduism. They mock Hinduism but always can be seen with missionaries.",this time bjp gonna rock in bengal and next time it will be tn i request hindus of tn to wake up and and should know how thousands of temples were looted and destroyed those cultures by dmk by placing dravidian dmk people in temple committee who dont have faith in hinduism they mock hinduism but always can be seen with missionaries,Negative,"DMK,BJP"
9jaWJSIP3LM,"To be honest, Annamalai could be describing Bengaluru at the moment.",to be honest annamalai could be describing bengaluru at the moment,Negative,BJP
9jaWJSIP3LM,Annamalai  is the great person,annamalai  is the great person,Positive,BJP
9jaWJSIP3LM,ತಮಿಳುನಾಡು ಜನತೆ ಇಂತಹ ಮಾಣಿಕ್ಯವನ್ನು ಗುರುತಿಸದೇ ಹೋದುದು ವಿಪರ್ಯಾಸ 😮,ತಮಳನಡ ಜನತ ಇತಹ ಮಣಕಯವನನ ಗರತಸದ ಹದದ ವಪರಯಸ,Neutral,
9jaWJSIP3LM,"A police officer,immediately leaving the service, Joins A Nation's Ruling Party,And Exposes himself,he has close proximity with Modiji, So, A well executed political plan,with lots of personal expectations,But what media flashes,on him is very hype!As He used the media for his own popularity!",a police officerimmediately leaving the service joins a nations ruling partyand exposes himselfhe has close proximity with modiji so a well executed political planwith lots of personal expectationsbut what media flasheson him is very hypeas he used the media for his own popularity,Neutral,BJP
9jaWJSIP3LM,Jai ho bjp modi ji sarkar,jai ho bjp modi ji sarkar,Positive,BJP
9jaWJSIP3LM,Modi ji and Malai ji ❤,modi ji and malai ji,Neutral,BJP
9jaWJSIP3LM,Is that in Delhi ?,is that in delhi,Neutral,
9jaWJSIP3LM,Hey annamulai just get off man,hey annamulai just get off man,Negative,
9jaWJSIP3LM,Try to walk barefoot in UP 😂,try to walk barefoot in up,Neutral,
9jaWJSIP3LM,TN should vote for this  great  leader,tn should vote for this  great  leader,Positive,
9jaWJSIP3LM,❤❤❤ VERY NICE EXPLANATION BY IPS ANNAMALAI ❤❤❤,very nice explanation by ips annamalai,Positive,BJP
9jaWJSIP3LM,Clown to clown discussion,clown to clown discussion,Negative,
9jaWJSIP3LM,I'm a South African of Indian descent .I wish Annamalai all the best and I hope that the people of Tamil Nadu  honor him with all their support.,im a south african of indian descent i wish annamalai all the best and i hope that the people of tamil nadu  honor him with all their support,Positive,BJP
9jaWJSIP3LM,"Just spoke with a bunch of TN people in Bangalore who are in lower economic state. They are still in supporting cine people. And Hindus voting for DMK and I heard many telling DMK will hold the power. I literally fainted hearing the talks and how gullible these people are. Their brains doesn't function beyond admiring cinema people 
Nobody can save TN if this is the case","just spoke with a bunch of tn people in bangalore who are in lower economic state they are still in supporting cine people and hindus voting for dmk and i heard many telling dmk will hold the power i literally fainted hearing the talks and how gullible these people are their brains doesnt function beyond admiring cinema people 
nobody can save tn if this is the case",Negative,DMK
9jaWJSIP3LM,But tamil Nadu ppl not want good honest ppl,but tamil nadu ppl not want good honest ppl,Negative,
9jaWJSIP3LM,Dmk da,dmk da,Neutral,DMK
9jaWJSIP3LM,Annamalai sir will win.,annamalai sir will win,Positive,BJP
9jaWJSIP3LM,He is a CM material. Very much clear in his thoughts.,he is a cm material very much clear in his thoughts,Positive,
9jaWJSIP3LM,Anna malai Sir great 💪👍🙏,anna malai sir great,Positive,
9jaWJSIP3LM,Lier. What religion he is following,lier what religion he is following,Negative,
9jaWJSIP3LM,Have u seen bjp  ruled states?,have u seen bjp  ruled states,Neutral,BJP
9jaWJSIP3LM,"Annamalai, the great leader of Tamilnadu ❤",annamalai the great leader of tamilnadu,Positive,BJP
9jaWJSIP3LM,Please shut your mouth Annamalai and mind your business. We all know all you,please shut your mouth annamalai and mind your business we all know all you,Negative,BJP
9jaWJSIP3LM,Right young leader but unfortunately in a wrong party. DMK of ADMK are corrupt but they don't spee hatred like BJP.,right young leader but unfortunately in a wrong party dmk of admk are corrupt but they dont spee hatred like bjp,Negative,"DMK,BJP"
9jaWJSIP3LM,"He is deputy cm
All set","he is deputy cm
all set",Neutral,
9jaWJSIP3LM,"Annamalai,
Who is dragging TN down? The party which brought TN to the topmost position in India? Do you understand what 11.19% GDP growth means? Or have you forgotten that achieving this figure without good governance is impossible? If TN had been ruled by BJP, will you not mention this achievement which resonates in all fields? Now you know why we reject you.","annamalai
who is dragging tn down the party which brought tn to the topmost position in india do you understand what 1119 gdp growth means or have you forgotten that achieving this figure without good governance is impossible if tn had been ruled by bjp will you not mention this achievement which resonates in all fields now you know why we reject you",Negative,BJP
9jaWJSIP3LM,😂😂😂😂😂good joke,good joke,Positive,
9jaWJSIP3LM,"Mr Annamali don’t just say if you have seen in some places 
Everyone who comes has the postive and negative ok
10 year Modi ji check too how he did not help the states !!!!come on bro","mr annamali dont just say if you have seen in some places 
everyone who comes has the postive and negative ok
10 year modi ji check too how he did not help the states come on bro",Negative,BJP
9jaWJSIP3LM,Delhi your government only boss 😂 with that example you want Tamil Nadu huh ?,delhi your government only boss  with that example you want tamil nadu huh,Negative,
9jaWJSIP3LM,"Till you are alive Arnab and Annamalai, two filthy worms. TN will never have BJP.",till you are alive arnab and annamalai two filthy worms tn will never have bjp,Negative,BJP
9jaWJSIP3LM,He's a changing force women's old poor people are looking for change ❤❤❤,hes a changing force womens old poor people are looking for change,Negative,
9jaWJSIP3LM,TN has the highest GSDP. Per capita income is next to Maharashtra,tn has the highest gsdp per capita income is next to maharashtra,Neutral,
9jaWJSIP3LM,We will do anything and everything to win ??? He boldly saying the policy of BJP 😛😄,we will do anything and everything to win  he boldly saying the policy of bjp,Neutral,BJP
9jaWJSIP3LM,Malai Annamalai,malai annamalai,Positive,BJP
